title,country,release_year,genre,description,Streaming Service
The Secret of the Magic Gourd,"China, Hong Kong, United States",2009,Fantasy,A boy's world is turned upside down when he hooks a wish-granting gourd.,Disney
The Shaggy D.A.,United States,1976,"Comedy, Family, Fantasy",A District Attorney candidate finds himself transformed into a sheepdog.,Disney
The Shaggy Dog,United States,1959,"Comedy, Family, Fantasy",A magical ring transforms a teenager into a lumbering sheepdog.,Disney
The Sign of Zorro,United States,1960,"Action-Adventure, Drama, Family",Don Diego dons the mask of Zorro to free his town from a dictator. See details for advisory.,Disney
The Simple Things,United States,1953,"Animation, Comedy, Family",Mickey and Pluto go fishing at the beach. See details for advisory.,Disney
The Sound of Music,United States,1965,"Biographical, Family, Historical",A governess wins the hearts of many and leads the Von Trapp family to their 1938 flight to freedom.,Disney
The Story of Robin Hood And His Merrie Men,United Kingdom,1952,"Action-Adventure, Family",Prince John conspires to gain power when King Richard leaves England.,Disney
The Strongest Man in the World,United States,1975,"Comedy, Family, Science Fiction",A college science wiz gains super strength in a lab accident. See details for advisory.,Disney
The Suite Life Movie,United States,2011,"Comedy, Coming of Age",Zack and Cody become truly connected after joining a twin research study.,Disney
The Swap,United States,2016,"Comedy, Coming of Age, Fantasy",Classmates Ellie and Jack unexplainably trigger a real-life body swap.,Disney
The Thirteenth Year,United States,1999,"Coming of Age, Fantasy",Cody learns he can communicate with fish as he nears his 13th birthday.,Disney
The Three Caballeros,United States,1945,"Animation, Family, Musical",Magical gifts from his friends send Donald on a musical journey. See details for advisory.,Disney
The Three Musketeers,"Austria, United Kingdom, United States",1993,"Action-Adventure, Comedy, Family",Three loyal swordsmen and an eager recruit unite to protect the King.,Disney
The Tigger Movie,"United States, Japan",2000,"Action-Adventure, Animation, Kids",Tigger goes looking through the Hundred Acre Wood to find his family.,Disney
The Tortoise and the Hare,United States,1935,"Animation, Family, Sports","Hare stops to show off, and the slower Tortoise wins the race. See details for advisory.",Disney
The Ugly Dachshund,United States,1966,"Animals & Nature, Comedy, Family",The Garrisons live with a Great Dane who thinks he's a dainty dachshund. See details for advisory.,Disney
The Ugly Duckling,United States,1939,"Animation, Family",A baby duckling is shunned by his family because he is different. See details for advisory.,Disney
The Ultimate Christmas Present,"Canada, United States",2000,"Comedy, Coming of Age, Fantasy",Allie and Sam lose control of Santa's weather machine.,Disney
The Vanishing Prairie,United States,1954,"Animals & Nature, Documentary, Family",The story of the American prairie amidst the march of civilization.,Disney
The Wild,"Canada, United States",2006,"Action-Adventure, Animation, Comedy","A band of animals escape from the zoo, into the wilds of New York City.",Disney
The Wise Little Hen,United States,1934,"Animation, Family, Kids",Donald Duck learns that you must work for a harvest. See details for advisory.,Disney
The Wizards Return: Alex vs. Alex,United States,2013,"Comedy, Coming of Age, Fantasy",Alex creates a good and evil version of herself.,Disney
The Young Black Stallion,United States,2003,"Action-Adventure, Animals & Nature, Drama",A girl risks her treasured black stallion to save her family home.,Disney
Three Blind Mouseketeers,United States,1936,"Animation, Family, Parody",Captain Katt sets traps for the Three Mouseketeers. See details for advisory.,Disney
Three Days,United States,2001,"Drama, Fantasy",An angel lets a man relive the days before his wife's death.,Disney
Three Little Pigs,United States,1933,"Animation, Family, Kids",A Disney telling of the Three Little Pigs. See details for advisory.,Disney
Three Little Wolves,United States,1936,"Animation, Family",Two frivolous pigs blow the wolf horn one too many times. See details for advisory.,Disney
Three Men and a Baby,"United States, France",1987,"Buddy, Comedy","Handsome men trade wine, women and song for crib, pacifier and diaper.",Disney
Three Men and a Little Lady,United States,1990,"Buddy, Comedy, Romance","Just as three doting fathers are getting the hang of parenthood, their daughter is taken from them.",Disney
Thru the Mirror,United States,1936,"Animation, Comedy, Family",Mickey dreams he goes through his mirror to the other side. See details for advisory.,Disney
Tiger Cruise,United States,2004,"Drama, Family","Maddie Dolan is tired of being labeled a “Navy brat.""",Disney
Tim Burton’s The Nightmare Before Christmas,United States,1993,"Animation, Family, Fantasy",Pumpkin King Jack Skellington tries to take over Christmas.,Disney
Tin Toy,United States,1988,"Animation, Family, Kids","A scared, Tin Toy realizes he really wants to play.",Disney
Tinker Bell,United States,2008,"Action-Adventure, Animation, Fantasy",The story of Disney's most famous fairy is finally revealed.,Disney
Tinker Bell and the Great Fairy Rescue,United States,2010,"Action-Adventure, Animation, Fantasy",Tink risks her own safety when she befriends a curious human girl.,Disney
Tinker Bell and the Lost Treasure,United States,2009,"Action-Adventure, Animation, Fantasy",Tink has to set things right when her temper puts Pixie Hollow in danger.,Disney
Titanic: 20 Years Later With James Cameron,United States,2017,"Documentary, Historical",James Cameron revisits his blockbuster film in light of new Titanic research.,Disney
Toby Tortoise Returns,United States,1936,"Animation, Family, Sports",Max Hare and Toby Tortoise are opponents in a boxing match. See details for advisory.,Disney
Tom and Huck,United States,1995,"Action-Adventure, Comedy, Coming of Age",America's legendary teenage heroes Tom and Huck team-up to save a man from being wrongly accused.,Disney
Toy Story,United States,1995,"Action-Adventure, Animation, Buddy","Meet Woody, Buzz and the gang in an adventure full of humor and heart.",Disney
Toy Story 2,United States,1999,"Action-Adventure, Animation, Comedy","Join Woody, Buzz, Jessie and the gang to boldly rescue one of their own.",Disney
Toy Story 3,United States,2010,"Animation, Comedy, Drama","Woody, Buzz and the gang return for more adventures with new friends.",Disney
Toy Story Toons: Hawaiian Vacation,United States,2011,"Animation, Comedy, Family",Ken and Barbie get the vacation of their dreams.,Disney
Toy Story Toons: Partysaurus Rex,United States,2012,"Animation, Comedy, Family",Rex throws an over-the-top bath time bash!,Disney
Toy Story Toons: Small Fry,United States,2011,"Animation, Family, Kids",Buzz is replaced by a miniature version of himself.,Disney
Trail of the Panda,China,2009,"Action-Adventure, Animals & Nature, Family",A mute orphan boy rescues a lost panda cub in the mountains of China.,Disney
Trailer Horn,United States,1950,"Animation, Comedy, Family",Donald heads out for a nice relaxing camping trip. See details for advisory.,Disney
Treasure Island,"United Kingdom, United States",1950,"Action-Adventure, Family",The classic tale of a young boy's search for buried treasure.,Disney
Treasure of Matecumbe,United States,1976,"Action-Adventure, Family, Mystery","Using a secret map, friends face a dangerous search for pirate gold. See details for advisory.",Disney
Treasure Planet,United States,2002,"Action-Adventure, Animation, Family",Jim Hawkins follow an intergalactic map in search of Captain Flint's trove.,Disney
Tron,United States,1982,"Action-Adventure, Family, Science Fiction","After practicing his hacking chops, a brilliant video game maker becomes part of his own creation.",Disney
Tru Confessions,"United States, Canada",2002,"Coming of Age, Drama",A chance to star in a TV show reveals the value of family for Trudy Walker.,Disney
Tuck Everlasting,United States,2002,"Coming of Age, Drama, Fantasy",A woman falls in love with a man who is immortal.,Disney
Tugboat Mickey,United States,1940,"Animation, Comedy, Family",Mickey captains a tugboat with Donald and Goofy as the crew. See details for advisory.,Disney
Twas the Night,United States,2001,"Comedy, Crime, Fantasy",Danny and his con-artist uncle take over when Santa Claus is knocked out.,Disney
Twitches,United States,2005,"Comedy, Fantasy",Reunited twin girls discover they have magical powers.,Disney
Twitches Too,United States,2007,"Comedy, Fantasy","When a new evil threat arrives, it's up to the twitches to save Coventry.",Disney
Unidentified Flying Oddball,United States,1979,"Action-Adventure, Comedy, Family",An astronaut and his robot accidentally travel in time to medieval England.,Disney
Up,United States,2009,"Action-Adventure, Animation, Buddy",An unlikely pair set to the sky for the adventure of their lives.,Disney
"Up, Up and Away","Canada, United States",2000,"Comedy, Coming of Age, Fantasy",The teenage son in a superhero family anxiously awaits his super powers.,Disney
Valiant,"United Kingdom, United States",2005,"Action-Adventure, Animation, Comedy","When the world needs a hero, a little pigeon steps up.",Disney
Waking Sleeping Beauty,United States,2010,Documentary,A revealing look at the events that ushered in the second chapter of Disney's animation legacy.,Disney
WALL-E,United States,2008,"Action-Adventure, Animation, Family",Join robots WALL-E and EVE on a fantastic journey across the universe.,Disney
Wendy Wu: Homecoming Warrior,United States,2006,"Action-Adventure, Coming of Age, Fantasy",Wendy's world is flipped upside down when a mysterious young monk arrives.,Disney
Whispers: An Elephant's Tale,United States,2000,"Action-Adventure, Animals & Nature, Family",An adorable baby elephant bravely embarks on a journey through the harsh wilds to find his mother.,Disney
White Fang,United States,1991,"Action-Adventure, Animals & Nature, Drama",A tale of a young man's journey through the treacherous Yukon Valley with the wolf-dog he rescues.,Disney
Who Framed Roger Rabbit,United States,1988,"Action-Adventure, Animation, Comedy",A juicy mystery filled with loony fun pairs a Toon-hating detective with a cartoon rabbit.,Disney
Winged Seduction: Birds of Paradise,United States,2012,"Action-Adventure, Animals & Nature, Documentary","Shape shifting, dancing, dazzling transformers – birds of paradise are astonishing.",Disney
Winnie the Pooh,United States,2011,"Animation, Comedy, Family",Reunite with the beloved bear and his silly but steadfast friends.,Disney
Winnie the Pooh: A Very Merry Pooh Year,United States,2002,"Animation, Kids",Rabbit threatens to move away if the others won't change.,Disney
Winnie the Pooh: Springtime with Roo,United States,2004,"Animation, Kids, Musical",Rabbit forces the others to hold off on fun until spring cleaning is done.,Disney
Winter Storage,United States,1949,"Animation, Comedy, Family",Donald and Chip and Dale face off over acorns. See details for advisory.,Disney
Wizards of Waverly Place: The Movie,United States,2009,"Action-Adventure, Comedy, Coming of Age",A vacation turns into a spell-soaked adventure for the family of wizards.,Disney
World's Greatest Dogs,United States,2015,"Animals & Nature, Documentary, Family","From acrobatics to crazy stunts, this special celebrates amazing dogs and their owners.",Disney
Wreck-It Ralph,United States,2012,"Action-Adventure, Animation, Comedy",Ralph sets out to prove that he is a true hero in his arcade.,Disney
Ye Olden Days,United States,1933,"Animation, Comedy, Family","Minnie is locked away for not marrying a prince, but Mickey saves her. See details for advisory.",Disney
Yellowstone Cubs,United States,1963,"Animals & Nature, Comedy, Family",Two bear cubs take a mischievous tour of Yellowstone National Park. See details for advisory.,Disney
You Lucky Dog,United States,1998,"Comedy, Fantasy",Jack Morgan discovers a psychic connection between himself and a dog.,Disney
You Wish!,"New Zealand, United States",2003,"Coming of Age, Drama, Fantasy",Alex uses a magical coin to wish he didn't have a younger brother.,Disney
Your Friend the Rat,United States,2007,"Animation, Comedy, Family",Remy explains why humans and rats should get along.,Disney
Z-O-M-B-I-E-S,United States,2018,"Coming of Age, Musical, Science Fiction",A traditional high school must accept students from Zombietown.,Disney
Zapped,"Canada, United States",2014,"Comedy, Coming of Age, Science Fiction",Zoey discovers a magical app that can control the boys in her life.,Disney
Zenon: Girl of the 21st Century,United States,1999,"Comedy, Coming of Age, Science Fiction",Zenon must thwart a villain's plot after she's grounded and sent to Earth.,Disney
Zenon: The Zequel,"United States, New Zealand",2001,"Comedy, Science Fiction",Zenon sneaks down to Earth to try to save her space station.,Disney
Zenon: Z3,United States,2004,"Comedy, Coming of Age, Science Fiction",It's up to Zenon and her friends when moon goddess Selena threatens Earth.,Disney
Zootopia,United States,2016,"Animation, Comedy, Family",A rookie-cop rabbit and wily fox team up to crack a case.,Disney
Bedknobs and Broomsticks,United States,1971,"Comedy, Family, Fantasy",Three children and an amateur witch team up to save England from invasion.,Disney
Blackbeard's Ghost,United States,1968,"Comedy, Family, Fantasy",A track coach inherits the mischievous ghost of famed pirate Blackbeard.,Disney
Brave Little Tailor,United States,1938,"Action-Adventure, Animation, Comedy","Mickey Mouse, a tailor, is appointed by the king to kill the giant.",Disney
Justin Morgan had a Horse,United States,1972,"Animals & Nature, Biographical, Drama",The story of the foundation sire of the Morgan Horse Breed.,Disney
Lady and the Tramp II: Scamp's Adventure,"United States, Australia",2001,"Action-Adventure, Animation, Coming of Age","Itching for freedom, Lady's pup Scamp joins up with the Junkyard Dogs.",Disney
The Cat from Outer Space,United States,1978,"Comedy, Family, Science Fiction",A physicist tries to help an alien cat after it crash-lands on Earth.,Disney
The Great Mouse Detective,United States,1986,"Animation, Family, Mystery",A super-sleuth mouse must solve a toy maker's disappearance.,Disney
The Sword in the Stone,United States,1963,"Action-Adventure, Animation, Comedy",Merlin trains a young orphan who's destined to be the King of England.,Disney
Those Calloways,United States,1965,"Animals & Nature, Drama, Family",A strong-willed family struggles to establish a wild geese sanctuary. See details for advisory.,Disney
Tomorrowland,"United States, Spain, France, Canada, United Kingdom",2015,"Action-Adventure, Science Fiction",A jaded genius and an optimistic teen unearth the secrets of Tomorrowland.,Disney
Aquamarine,United States,2006,"Comedy, Coming of Age, Fantasy",Two 13-year-old best friends embark on an adventure when they discover a mermaid in a swimming pool.,Disney
Ice Age: Dawn Of The Dinosaurs,"United States, United Kingdom, Australia",2009,"Animation, Comedy, Family",Our prehistoric pals visit a world inhabited by dinosaurs and a one-eyed weasel named Buck.,Disney
X-Men Origins: Wolverine,"United States, United Kingdom",2009,"Action-Adventure, Family, Science Fiction",Wolverine unites with legendary X-Men to fight against forces determined to eliminate mutants.,Disney
Night at the Museum: Battle of the Smithsonian,"United States, Canada",2009,"Action-Adventure, Comedy, Family",Larry Daley returns to rescue some old friends while the Smithsonian Institution comes alive.,Disney
Eddie the Eagle,"United Kingdom, Germany, United States",2016,"Biographical, Comedy, Drama","True story of Eddie Edwards, a British ski-jumper whose Olympic performance wins the hearts of fans.",Disney
Bend It Like Beckham,"United Kingdom, Germany, United States",2003,"Buddy, Comedy, Coming of Age","Despite the wishes of their traditional families, two girls aim for careers in professional soccer.",Disney
Captain Sparky vs. The Flying Saucers,United States,2012,"Action-Adventure, Animals & Nature, Animation",View one of Sparky's favorite home movies.,Disney
