title,country,release_year,genre,description,Streaming Service
Harud,India,2010,"Dramas, International Movies","A young Kashmiri man sets out to escape to Pakistan and make sense of his brother's death, but he drifts aimlessly until finding his brother's camera.",netflix
Much Ado About Nothing,"Chile, United States, France",2016,"Dramas, Independent Movies, International Movies",Carefree college student Vicente ends up in a desperate fight for freedom when a well-connected friend falsely accuses him of a hit-and-run accident.,netflix
My Big Night,Spain,2015,"Comedies, International Movies, Music & Musicals",An unemployed man gets a job as an extra at the shooting of a New Year's Eve TV special that's beset by crises and seems to go on forever.,netflix
My Little Pony Equestria Girls: Legend of Everfree,"United States, Canada",2016,"Children & Family Movies, Comedies","The Equestria Girls, human teen counterparts to My Little Pony characters, head to Camp Everfree, where they need a little magic to help save summer.",netflix
Riphagen - The Untouchable,Netherlands,2016,"Dramas, International Movies","This biopic profiles Andries Riphagen, a Dutch criminal who blackmailed Jews in hiding during World War II and was responsible for hundreds of deaths.",netflix
Umrika,India,2015,"Dramas, Independent Movies, International Movies","An ambitious man leaves his small Indian village for America. But when his letters to home stop coming, his brother sets out on his own adventure.",netflix
Unchained: The Untold Story of Freestyle Motocross,United States,2016,"Documentaries, Sports Movies","This adrenaline-rush documentary traces the rise of freestyle motocross, arguably the world's most extreme sport, and spotlights its pioneers.",netflix
Welcome Mr. President,Italy,2013,"Comedies, International Movies","When frustrated politicians name a historical figure as the next president, an honest, humble man by the same name suddenly becomes Italy's leader.",netflix
Amanda Knox,"Denmark, United States",2016,Documentaries,She was twice convicted and acquitted of murder. Amanda Knox and the people closest to her case speak out in this illuminating documentary.,netflix
Audrie & Daisy,United States,2016,Documentaries,"In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities.",netflix
Iliza Shlesinger: Confirmed Kills,United States,2016,Stand-Up Comedy,"The stand-up sensation tackles TV's ""Shark Tank,"" what it means to be a woman and how to deal with the lawless party goblin that lives in us all.",netflix
ARQ,"Canada, United States",2016,"International Movies, Sci-Fi & Fantasy, Thrillers","Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.",netflix
Cedric the Entertainer: Live from the Ville,United States,2016,Stand-Up Comedy,"Donning his signature suit and fedora, the dapper comic offers a unique spin on getting old, the presidential election and ""Honky Tonk Badonkadonk.""",netflix
Louis C.K.: Hilarious,United States,2010,Movies,"Emmy-winning comedy writer Louis C.K. brings his caustic wit to Milwaukee, offering up his unique and uncensored take on sex, parenting and more.",netflix
The White Helmets,United Kingdom,2016,Documentaries,"As daily airstrikes pound civilian targets in Syria, a group of indomitable first responders risk their lives to rescue victims from the rubble.",netflix
Sample This,United States,2012,"Documentaries, Music & Musicals","This doc traces the impact of the Incredible Bongo Band's ""Apache,"" which played a key role in the birth of hip-hop after Kool Herc began sampling it.",netflix
Extremis,United States,2016,Documentaries,"Witness the wrenching emotions that accompany end-of-life decisions as doctors, patients and families in a hospital ICU face harrowing choices.",netflix
Jandino: Whatever it Takes,United Kingdom,2016,Stand-Up Comedy,"Jandino Asporaat riffs on the challenges of raising kids and serenades the audience with a rousing rendition of ""Sex on Fire"" in his comedy show.",netflix
Saudi Arabia Uncovered,United Kingdom,2016,Documentaries,"Undercover cameras expose public floggings, executions and other brutality in Saudi Arabia, and introduce those risking their own lives for change.",netflix
Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,United States,2016,Stand-Up Comedy,Grammy-nominated comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis.,netflix
XOXO,United States,2016,"Dramas, Music & Musicals","The lives of a budding DJ, his loyal pal, a hopeless romantic, a jaded has-been and a troubled couple intersect at an electronic dance music festival.",netflix
I'll Sleep When I'm Dead,United States,2016,"Documentaries, Music & Musicals","Superstar DJ Steve Aoki reflects on the driving force behind his career: his ambitious father, Benihana founder and perennial daredevil Rocky Aoki.",netflix
Louis C.K.: Live at the Comedy Store,United States,2015,Movies,"The comic puts his trademark hilarious/thought-provoking spin on finding a bat in his kitchen, seeing rats having sex, Boston accents and dead pets.",netflix
Real Crime: Supermarket Heist (Tesco Bomber),United Kingdom,2010,Documentaries,"In 2000, U.K. detectives spent months tracking a criminal known only as Sally, who was targeting a supermarket chain with extortion and letter bombs.",netflix
Jim Gaffigan: Beyond the Pale,United States,2005,Stand-Up Comedy,"Comedian Jim Gaffigan cuts loose on a variety of topics, including Hot Pockets, holidays, Catholicism and his favorite activity: doing nothing.",netflix
Jim Gaffigan: King Baby,United States,2009,Stand-Up Comedy,"Jim Gaffigan offers up his take on bacon, bowling and other weighty topics in this stand-up performance filmed live in Austin on his 2008 comedy tour.",netflix
Jim Gaffigan: Mr. Universe,United States,2012,Stand-Up Comedy,"Funnyman Jim Gaffigan offers up his unique take on everything from Disney World to overweight whales in this live show from Washington, D.C.",netflix
Jim Gaffigan: Obsessed,United States,2014,Stand-Up Comedy,"Comic Jim Gaffigan delivers his sardonic take on topics like eating, exercise, weddings and his five kids in this live stand-up special.",netflix
David Cross: Making America Great Again!,United States,2016,Stand-Up Comedy,"Cross skewers Donald Trump, religious taboos and American swagger in a provocative night of comedy at the Paramount Theatre in Austin, Texas.",netflix
Lavell Crawford: Can a Brother Get Some Love?,United States,2011,Stand-Up Comedy,"""Last Comic Standing"" runner-up Lavell Crawford lords over a hometown crowd at St. Louis's Orpheum Theatre, raking in the love – and the laughs.",netflix
Children of God,United Kingdom,1994,Documentaries,"A former member examines the lingering effects of being raised in the Family, a cult whose disturbing practices include the sexual abuse of children.",netflix
Interview with a Serial Killer,United States,2008,Documentaries,"In this jailhouse interview, Arthur Shawcross, the Genesee River Killer, shares candid details of his crimes and his surprising family bonds.",netflix
Real Crime: Diamond Geezers,United Kingdom,2008,Documentaries,"In an attempted heist worthy of a Hollywood film, a cadre of criminals sets out to steal the world's largest perfect diamond from a London landmark.",netflix
Tallulah,United States,2016,"Dramas, Independent Movies","While searching for her ex-boyfriend, a young drifter impulsively kidnaps a baby from a neglectful mother and pretends the child is her own.",netflix
Rebirth,United States,2016,"Dramas, Thrillers","Long-lost buddy Zack gets suburban dad Kyle on a bus to a Rebirth seminar, sending him down a rabbit hole of psychodrama, seduction and violence.",netflix
Tony Robbins: I Am Not Your Guru,United States,2016,Documentaries,Tony Robbins' clients swear by his unorthodox life coaching methods. A revealing film goes behind the curtain at his annual mega-event.,netflix
Gridlocked,Canada,2015,Action & Adventure,"An embittered cop is tasked with baby-sitting a spoiled actor, but the two must learn to fight together when they run afoul of a group of mercenaries.",netflix
Brahman Naman,"India, United Kingdom",2016,"Comedies, Independent Movies, International Movies",This homage to 1980s teen sex comedies follows a college quiz bowl champion who knows almost everything – except how to talk to women.,netflix
Jim Jefferies: Freedumb,United States,2016,Stand-Up Comedy,"Returning for a second Netflix comedy special, Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville, Tennessee.",netflix
X: Past Is Present,India,2015,"Dramas, Independent Movies, International Movies","When a middle-aged filmmaker meets an alluring stranger at a party, he's haunted by troubling memories of his past relationships.",netflix
Sofía Niño de Rivera: Exposed,Mexico,2016,Stand-Up Comedy,Self-deprecating comic Sofía Niño de Rivera puts her sarcasm on full display in this stand-up special filmed live at Guadalajara's Degollado Theater.,netflix
The Fundamentals of Caring,United States,2016,"Comedies, Dramas, Independent Movies","In this inspirational buddy comedy, a young shut-in and his caregiver take a road trip in search of landmarks, but end up finding hope and friendship.",netflix
Ip Man 3,"China, Hong Kong",2015,"Action & Adventure, Dramas, International Movies","Martial arts master Ip springs into action when his son's school is threatened by a shady American, then defends his status as wing chun champion.",netflix
Bo Burnham: Make Happy,United States,2016,"Music & Musicals, Stand-Up Comedy","Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special.",netflix
The Do-Over,United States,2016,"Action & Adventure, Comedies",The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,netflix
Ali Wong: Baby Cobra,United States,2016,Stand-Up Comedy,"Ali Wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.",netflix
Special Correspondents,"Canada, United Kingdom, United States",2016,Comedies,"When they lose their passports, a bickering radio team invents phony reports from a combat zone in a ruse that becomes increasingly complicated.",netflix
Team Foxcatcher,United States,2016,"Documentaries, Sports Movies","With never-before seen home video, this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz.",netflix
Patton Oswalt: Talking for Clapping,United States,2016,Stand-Up Comedy,"On stage in San Francisco, the comedian covers topics like old people getting drugs, his worst stand-up set, gay proms and a horrible birthday clown.",netflix
Belgica,"Belgium, France, Netherlands",2016,"Dramas, International Movies","Two brothers become partners in a modest nightclub and turn it into the hottest spot in town, but their exhilarating run of success comes at a price.",netflix
Hush,United States,2016,"Horror Movies, Thrillers",A deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears in her window.,netflix
Frank and Cindy,United States,2007,"Documentaries, Music & Musicals","Frank was a rising pop star when he married Cindy, but decades of dashed dreams and alcoholism have left the pair struggling to find happiness.",netflix
Kung Fu Panda: Secrets of the Scroll,United States,2016,"Children & Family Movies, Comedies","When a twist of fate brings five unlikely animals together, they find that combining their unique kung fu styles as a team makes the perfect weapon!",netflix
He Never Died,Canada,2015,"Comedies, Horror Movies",A reclusive immortal who needs human flesh but tries to stay clean finds himself cast back into society by a gang of thugs and his estranged daughter.,netflix
Jimmy Carr: Funny Business,United Kingdom,2016,Stand-Up Comedy,British comedian Jimmy Carr unleashes his deadpan delivery and wickedly funny one-liners to a sold-out audience at the UK's Hammersmith Apollo.,netflix
My Beautiful Broken Brain,United Kingdom,2016,"Documentaries, International Movies","After suffering a stroke at age 34, a woman documents her struggles, setbacks and eventual breakthrough as she relearns to speak, read and write.",netflix
Pee-wee's Big Holiday,United States,2016,"Children & Family Movies, Comedies, Cult Movies",A chance encounter with a mysterious stranger (Joe Manganiello) points Pee-wee toward his destiny – and his first-ever holiday!,netflix
"Crouching Tiger, Hidden Dragon: Sword of Destiny","China, United States",2016,"Action & Adventure, Romantic Movies",Renowned warrior Yu Shu-Lien comes out of retirement to keep the legendary Green Destiny sword away from villainous warlord Hades Dai.,netflix
Marvel Super Hero Adventures: Frost Fight!,United States,2015,"Children & Family Movies, Sci-Fi & Fantasy","In this Christmas-themed special, Captain America and the Avengers battle Loki and Ymir, who plot to steal Santa Claus' powers and conquer the world.",netflix
Hannibal Buress: Comedy Camisado,United States,2016,Stand-Up Comedy,"In a special packed with stealthy humor, Hannibal Buress tackles zipper etiquette, the legacy of steroids and the fallout from his Bill Cosby routine.",netflix
Ricardo O'Farrill Abrazo Genial,Mexico,2016,Stand-Up Comedy,"Ricardo O'Farrill brings his sharp, observational humor to the stage with a relentless sarcasm and specific Mexican sensibility. Prepare for mockery.",netflix
Ip Man,"Hong Kong, China",2008,"Action & Adventure, Dramas, International Movies","An occupying Japanese general challenges Chinese men to duels to prove the superiority of the Japanese, but Ip Man refuses to fight – at first.",netflix
Ip Man 2,"Hong Kong, China",2010,"Action & Adventure, International Movies","New in Hong Kong, martial arts instructor Ip Man perseveres and retaliates against his rivals' opposition to the Wing Chun fighting style he teaches.",netflix
Tom Segura: Mostly Stories,United States,2016,Stand-Up Comedy,"The bearded, bawdy and comically bitter Tom Segura gets real about body piercings, the ""Area 51"" of men's bodies, and the lie he told Mike Tyson.",netflix
Marco Polo: One Hundred Eyes,United States,2015,Movies,A defiant warrior-monk arrives at Kublai Khan's court in chains and soon earns his tragic nickname in this 30-minute origin story.,netflix
Mike Epps: Don't Take It Personal,United States,2015,Stand-Up Comedy,Mike Epps tears up the stage at L.A.'s historic Orpheum Theatre in a special packed with blistering impressions and unapologetically raunchy swagger.,netflix
The Ridiculous 6,United States,2015,"Action & Adventure, Comedies","When his outlaw dad is kidnapped, Tommy “White Knife” Stockburn sets off across the West on a rescue mission with five brothers he never knew he had.",netflix
"Trailer Park Boys: Drunk, High and Unemployed: Live in Austin",Canada,2015,"Comedies, International Movies","Ricky, Julian and Bubbles bring their trailer park humor out onto the stage for a night of bravado, schemes and an intoxicated acting demo.",netflix
A Very Murray Christmas,United States,2015,"Comedies, Music & Musicals","Bill Murray rounds up an all-star cast for an evening of music, mischief and barroom camaraderie in this irreverent twist on holiday variety shows.",netflix
Naomi and Ely's No Kiss List,United States,2015,"Comedies, Dramas, LGBTQ Movies","Naomi and her gay best friend, Ely, have been inseparable since childhood, but their bond faces its biggest test yet when they fall for the same guy.",netflix
John Mulaney: The Comeback Kid,United States,2015,Stand-Up Comedy,"Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton.",netflix
Manson Family Vacation,United States,2015,"Comedies, Dramas, Independent Movies","The pleasant family life of an L.A. attorney is disrupted by the sudden arrival of his brother, who is obsessed with the Charles Manson murders.",netflix
Walt Disney Animation Studios Short Films Collection,United States,2015,Children & Family Movies,"This collection of 12 short films from Disney includes ""Frozen Fever,"" the Mickey Mouse short ""Get a Horse!"" and Oscar winners ""Paperman"" and ""Feast.""",netflix
Results,United States,2015,"Comedies, Independent Movies","After an ugly divorce, a wealthy but unhappy man trains at a local gym and develops a strange relationship with the owner and a captivating trainer.",netflix
Anthony Jeselnik: Thoughts and Prayers,United States,2015,Stand-Up Comedy,There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.,netflix
Beasts of No Nation,United States,2015,"Dramas, Independent Movies","When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier.",netflix
Circle,United States,2015,"Dramas, Independent Movies, Sci-Fi & Fantasy","When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared.",netflix
Winter on Fire: Ukraine's Fight for Freedom,"United Kingdom, Ukraine, United States",2015,"Documentaries, International Movies","Over 93 days in Ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement.",netflix
Anjelah Johnson: Not Fancy,United States,2015,Stand-Up Comedy,"The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson.",netflix
Keith Richards: Under the Influence,United States,2015,"Documentaries, Music & Musicals","In a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend Keith Richards from childhood to today.",netflix
Cowspiracy: The Sustainability Secret,United States,2014,Documentaries,Learn how factory farming is decimating the planet's natural resources – and why this crisis has been largely ignored by major environmental groups.,netflix
6 Years,United States,2015,"Dramas, Independent Movies, Romantic Movies","As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future.",netflix
Demetri Martin: Live (At the Time),United States,2015,Stand-Up Comedy,"Demetri Martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to Washington in his original special.",netflix
Tig,United States,2015,"Documentaries, Stand-Up Comedy",Comedian Tig Notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. Follow her search for humor amid devastating news.,netflix
Creep,United States,2014,"Horror Movies, Independent Movies, Thrillers","When a cash-strapped videographer takes a job in a remote mountain town, he finds that the client has some unsettling ideas in mind.",netflix
Chris Tucker Live,United States,2015,Stand-Up Comedy,"Filmed in his hometown of Atlanta, Chris Tucker showcases his stand-up comedic chops as he shares his experiences from childhood to the big time.",netflix
Ralphie May: Imperfectly Yours,United States,2015,Stand-Up Comedy,"Comedian Ralphie May takes to the Las Vegas stage with his raw, rollicking take on men's fashion, racism, sex and even waffles. Filmed live in 2013.",netflix
"What Happened, Miss Simone?",United States,2015,"Documentaries, Music & Musicals","Using never-before-heard recordings, rare archival footage and her best-known songs, this is the story of legendary singer and activist Nina Simone.",netflix
Advantageous,United States,2015,"Dramas, Independent Movies, Sci-Fi & Fantasy","In order to keep her job at a biomedical engineering firm that prizes youth, a middle-aged woman must submit to a drastic experimental procedure.",netflix
The Perfect Dictatorship,Mexico,2014,"Comedies, Dramas, International Movies","After accepting a colossal bribe, a powerful TV conglomerate gins up fake news stories to enhance the image of a notoriously corrupt politician.",netflix
Hot Girls Wanted,United States,2015,Documentaries,"This 2015 Sundance Film Festival breakout documentary from producer Rashida Jones spotlights the ""amateur"" porn industry and the women it exploits.",netflix
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),United States,2015,Stand-Up Comedy,"Jen Kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this Netflix original comedy special.",netflix
The Other One: The Long Strange Trip of Bob Weir,United States,2015,"Documentaries, Music & Musicals",This chronicle of Bob Weir highlights his brotherhood with Jerry Garcia and his success as a member of one of the world's most influential bands.,netflix
Chris D'Elia: Incorrigible,United States,2015,Stand-Up Comedy,Stand-up comedian Chris D'Elia covers everything from how to improve the NFL to why dating is evil and that babies should grow up before they're born.,netflix
Aziz Ansari Live at Madison Square Garden,United States,2015,Stand-Up Comedy,"Stand-up comedian and TV star Aziz Ansari (""Parks and Recreation"") delivers his sharp-witted take on immigrants, relationships and the food industry.",netflix
My Own Man,United States,2015,Documentaries,"When a man discovers he will be the father to a boy, his fear and insecurities send him on an emotional, humorous quest for his own manhood.",netflix
Ralphie May: Unruly,United States,2015,Stand-Up Comedy,"Filmed in front of a raucous crowd, comedian Ralphie May unleashes his hilariously raunchy perspective in his first Netflix original stand-up special.",netflix
Virunga: Gorillas in Peril,United States,2015,Documentaries,The team behind the searing documentary reveals what inspired them to tell the story of Virunga and the lethal fight to save the gorillas' sanctuary.,netflix
BoJack Horseman Christmas Special: Sabrina's Christmas Wish,United States,2014,Movies,"It's Christmas, and BoJack wants nothing to do with it. Then Todd shows up with a giant candy cane and an old ""Horsin' Around"" Christmas episode.",netflix
Bill Burr: I'm Sorry You Feel That Way,United States,2014,Stand-Up Comedy,"Bill Burr escapes the zombie apocalypse, explores how rom-coms ruin great sex and explains how too many childhood hugs may be the downfall of man.",netflix
Chelsea Peretti: One of the Greats,United States,2014,Stand-Up Comedy,"""Brooklyn Nine-Nine"" star Chelsea Peretti showcases her diverse talents in this dark yet silly reimagining of the comedy special.",netflix
Virunga,"United Kingdom,",2014,"Documentaries, International Movies",The Oscar-nominated true story of the rangers risking their lives to save Africa's most precious national park and its endangered gorillas.,netflix
E-Team,United States,2014,Documentaries,The courageous investigators of Human Rights Watch's Emergencies Team risk their lives to document unlawful attacks on civilians by brutal dictators.,netflix
Wyatt Cenac: Brooklyn,United States,2014,Stand-Up Comedy,Wyatt Cenac heads to Brooklyn to share his observations on the borough that's the backdrop for three sitcoms and a reality show about cheesemongers.,netflix
Chelsea Handler: Uganda Be Kidding Me Live,United States,2014,Stand-Up Comedy,"In her first Netflix stand-up comedy special, Chelsea Handler recounts her African adventures (and provides hilarious photographic evidence).",netflix
Print the Legend,United States,2014,Documentaries,"This award-winning, original documentary chronicles the race for market leadership in 3D printing, the next wave of technological evolution.",netflix
Mission Blue,"United States, Bermuda, Ecuador",2014,Documentaries,This documentary follows oceanographer Sylvia Earle's campaign to save the world's oceans from threats such as overfishing and toxic waste.,netflix
The Battered Bastards of Baseball,United States,2014,"Documentaries, Sports Movies","The colorful true story of the Portland Mavericks, a scrappy, independent baseball team of underdogs started by actor Bing Russell in the 1970s.",netflix
From One Second to the Next,United States,2013,Documentaries,Werner Herzog chronicles the devastating consequences of texting and driving. The film examines how lives can be forever altered by a trivial text.,netflix
Mitt,United States,2014,Documentaries,The real Mitt Romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.,netflix
The Square,"United Kingdom, Egypt, United States",2013,"Documentaries, International Movies","This Emmy-winning, street-level view of the 2011 Egyptian Revolution captures the astonishing uprising that led to the collapse of two governments.",netflix
Shrek the Musical,United States,2013,"Children & Family Movies, Comedies, Music & Musicals","The greatest fairy tale never told comes to life in this colorful, song-filled, Tony Award-winning Broadway production based on the hit movie.",netflix
The Short Game,United States,2013,"Children & Family Movies, Documentaries, Sports Movies","They are fiercely competitive athletes, determined to become champions on one of the world's toughest golf courses. And they're still in grade school.",netflix
Aziz Ansari: Buried Alive,United States,2013,Stand-Up Comedy,"""Parks and Recreation"" star Aziz Ansari takes the stage to share his unfiltered views on adulthood, babies, marriage, love and more in the modern era.",netflix
Being Elmo: A Puppeteer's Journey,United States,2011,Documentaries,"Whoopi Goldberg narrates Elmo creator Kevin Clash's remarkable journey from a working-class Baltimore neighborhood to Jim Henson's ""Sesame Street.""",netflix
A Stoning in Fulham County,United States,1988,Dramas,"After reckless teens kill an Amish child, a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community.",netflix
Adam: His Song Continues,United States,1986,Dramas,"After their child was abducted and murdered, John and Reve Walsh fought to raise national awareness of the problem of missing children.",netflix
Hard Lessons,United States,1986,Dramas,"This drama based on real-life events tells the story of George McKenna, the tough, determined new principal of a notorious Los Angeles high school.",netflix
In Defense of a Married Man,United States,1990,Dramas,"A lawyer's husband is having an affair. When his mistress is found dead, he becomes the prime suspect – and his wife must take charge of his defense.",netflix
Quiet Victory: The Charlie Wedemeyer Story,United States,1988,"Dramas, Sports Movies","When high school football coach Charlie Wedemeyer is diagnosed with Lou Gehrig's disease, he perseveres in leading his team despite becoming disabled.",netflix
Strange Voices,United States,1987,Dramas,"When their college-age daughter suddenly begins acting erratically and is diagnosed with schizophrenia, a desperate couple seeks treatment for her.",netflix
The Ryan White Story,United States,1989,Dramas,"After contracting HIV from a tainted blood treatment, teenaged hemophiliac Ryan White is forced to fight for his right to attend public school.",netflix
Too Young the Hero,United States,1988,Dramas,"Twelve-year-old Calvin manages to join the navy and serves in the battle of Guadalcanal. But when his age is revealed, the boy is sent to the brig.",netflix
Triumph of the Heart,United States,1991,"Dramas, Sports Movies","This drama tells the tale of Ricky Bell, a pro running back with the Tampa Bay Buccaneers who died of a muscle disease in the prime of his career.",netflix
Unspeakable Acts,United States,1990,Dramas,Laurie and Joseph are doctors who interview sexually abused children. With a lot of energy they track down a pedophile who has abused many toddlers.,netflix
Victim of Beauty,United States,1991,"Dramas, Thrillers",A beauty pageant winner is stalked by a serial killer who kidnaps her sister and torments her family in this thriller based on a shocking true story.,netflix
Joseph: King of Dreams,"United States, France, United Kingdom",2000,"Children & Family Movies, Dramas, Faith & Spirituality","With his gift of dream interpretation and his brilliantly colored coat, Joseph inspires jealousy in his brothers in this animated Bible story.",netflix
Even the Rain,"Spain, Mexico, France",2010,"Dramas, International Movies","While making a film about the incursion of Christopher Columbus in the New World, a director finds the Bolivian locals protesting modern exploitation.",netflix
Splatter,United States,2009,Horror Movies,"After committing suicide, a washed-up rocker returns from the grave to torment the five people who betrayed him in life.",netflix
Just Another Love Story,Denmark,2007,"Dramas, International Movies","When he causes a car accident that leaves a young woman with amnesia, a man finds himself telling incredible lies to make her and her family happy.",netflix
To and From New York,United States,2006,"Dramas, Independent Movies, Thrillers","While covering a story in New York City, a Seattle-based reporter uncovers a link between two missing women that changes her article entirely.",netflix
9,United States,2009,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","In a postapocalyptic world, rag-doll robots hide in fear from dangerous machines out to exterminate them, until a brave newcomer joins the group.",netflix
21,United States,2008,Dramas,A brilliant group of students become card-counting experts with the intent of swindling millions out of Las Vegas casinos by playing blackjack.,netflix
187,United States,1997,Dramas,"After one of his high school students attacks him, dedicated teacher Trevor Garfield grows weary of the gang warfare in the New York City school system and moves to California to teach there, thinking it must be a less hostile environment.",netflix
706,India,2019,"Horror Movies, International Movies","When a doctor goes missing, his psychiatrist wife treats the bizarre medical condition of a psychic patient, who knows much more than he's leading on.",netflix
1920,India,2008,"Horror Movies, International Movies, Thrillers",An architect and his wife move into a castle that is slated to become a luxury hotel. But something inside is determined to stop the renovation.,netflix
Oct-01,Nigeria,2014,"Dramas, International Movies, Thrillers","Against the backdrop of Nigeria's looming independence from Britain, detective Danladi Waziri races to capture a killer terrorizing local women.",netflix
22-Jul,"Norway, Iceland, United States",2018,"Dramas, Thrillers","After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story.",netflix
15-Aug,India,2019,"Comedies, Dramas, Independent Movies","On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy.",netflix
'89,United Kingdom,2017,Sports Movies,"Mixing old footage with interviews, this is the story of Arsenal's improbable win versus Liverpool in the final moments of the 1989 championship game.",netflix
​Goli Soda 2,India,2018,"Action & Adventure, Dramas, International Movies","A taxi driver, a gangster and an athlete struggle to better their lives despite obstacles like crooked politicians, evil dons and caste barriers.",netflix
​Maj Rati ​​Keteki,India,2017,"Dramas, International Movies","A successful writer returns to the town that launched his career, encountering people who spark nostalgic, often painfully illuminating flashbacks.",netflix
​Mayurakshi,India,2017,"Dramas, International Movies","When a middle-aged divorcee returns to Kolkata to visit his ailing father, long-buried memories resurface, bringing new discoveries with them.",netflix
(T)ERROR,United States,2015,Documentaries,This real-life look at FBI counterterrorism operations features access to both sides of a sting: the government informant and the radicalized target.,netflix
#cats_the_mewvie,Canada,2020,"Documentaries, International Movies","This pawesome documentary explores how our feline friends became online icons, from the earliest text memes to the rise of celebrity cat influencers.",netflix
#Roxy,Canada,2018,"Comedies, Romantic Movies",A teenage hacker with a huge nose helps a cool kid woo a girl that he’s secretly in love with.,netflix
Ég man þig,Iceland,2017,"Horror Movies, International Movies","Young urbanites renovating a rundown house, and a psychiatrist grieving his son's disappearance, are connected to a supernatural, decades-old secret.",netflix
Çok Filim Hareketler Bunlar,Turkey,2010,"Comedies, International Movies","Vignettes of the summer holidays follow vacationers as they battle mosquitoes, suffer ruined plans and otherwise hit snags in their precious time off.",netflix
Æon Flux,United States,2005,"Action & Adventure, Sci-Fi & Fantasy","Aiming to hasten an uprising, the leader of an underground rebellion dispatches acrobatic assassin Aeon Flux to eliminate the government's top leader.",netflix
1 Chance 2 Dance,United States,2014,"Dramas, Romantic Movies","When an aspiring dancer is uprooted during her senior year of high school, she finds herself torn between two boys – and with one shot at her dream.",netflix
1 Mile to You,United States,2017,"Dramas, Romantic Movies, Sports Movies","After escaping the bus accident that killed his girlfriend, a high school student channels his grief into running, with the help of a new coach.",netflix
"10,000 B.C.","United States, South Africa",2008,Action & Adventure,Fierce mammoth hunter D'Leh sets out on an impossible journey to rescue the woman he loves from a vicious warlord and save the people of his village.,netflix
100 Days Of Solitude,Spain,2018,"Documentaries, International Movies","Spanish photographer José Díaz spends 100 days living alone on a remote mountain, connecting to nature and documenting the beauty of his surroundings.",netflix
100 Years: One Woman's Fight for Justice,United States,2016,Documentaries,This documentary chronicles Elouise Cobell's long fight against the U.S. government for the gross mismanagement of mineral-rich Native American land.,netflix
12 ROUND GUN,United States,2017,"Dramas, Independent Movies, Sports Movies","Dealing with personal demons and the death of his son, a prizefighter attempts a return to the ring by challenging his rival to a 12-round rematch.",netflix
13 Cameras,United States,2015,"Horror Movies, Independent Movies, Thrillers","Young parents-to-be Claire and Ryan move into a suburban rental home, unaware that someone is secretly watching their every move via hidden cameras.",netflix
13 Sins,United States,2014,"Horror Movies, Thrillers","A man agrees to appear on a game show with a $6 million prize. But as the challenges become more extreme, he realizes he's made a grave mistake.",netflix
14 Blades,"Hong Kong, China, Singapore",2010,"Action & Adventure, International Movies","In the age of the Ming Dynasty, Quinglong is the best of the Jinyiwei, an elite assassin squad made up of highly trained former street urchins. When evil eunuch Jia unseats the emperor, Quinglong is called to action but is quickly betrayed.",netflix
14 Cameras,United States,2018,"Horror Movies, Thrillers","Upping the “13 Cameras” ante, this sequel finds a family renting a vacation house that’s been customized to violate their privacy.",netflix
16 Blocks,"United States, Germany",2006,Action & Adventure,"Tasked with escorting a prosecution witness to court, an aging cop gears up for the 16-block trek – but they'll be lucky to make it there alive.",netflix
